file_content,Size,file_tags,cat_ID,digest,collection,URI,file_format,Name
,529094,,69957,240acca1ab70fcd38bc32b34a6c283f1,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-52-1rszq9d.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-52-1rszq9d.dcm
,529094,,69957,37b8041a4883c2b8a8fbb4757125ef20,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-5-1ak2zka.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-5-1ak2zka.dcm
,529094,,69957,88ff8dc82ad4d3d310a33bc6df6f9989,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-18-iupz0b.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-18-iupz0b.dcm
,529094,,69957,cd736ad2b74a244ba66dd5aaa999ab03,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-50-kg14dt.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-50-kg14dt.dcm
,529094,,69957,52926cfc9bbc286ad5b4dcfbd624175c,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-45-1ajfn3o.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-45-1ajfn3o.dcm
,529094,,69957,e2ad8ea9381e9fa55e0ee41469002a50,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-19-wn0enu.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-19-wn0enu.dcm
,529094,,69957,a4d1a279c3aa779bb8d7785aba15639b,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-37-xxyfu5.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-37-xxyfu5.dcm
,529094,,69957,23b6cbbffa50aeed534600849a6f6e8c,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-11-1jq5veb.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-11-1jq5veb.dcm
,529094,,69957,96d787baa9b045b877fae59893ae9821,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-33-1ct68oj.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-33-1ct68oj.dcm
,529094,,69957,7f8c9e4290d94c213bd6b93b62721d04,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-39-sbc7gd.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-39-sbc7gd.dcm
,529094,,69957,0d89280335dc2c9d34c6b8389f8cdddf,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-57-10nfe0u.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-57-10nfe0u.dcm
,529094,,69957,70dfda507a304407ba8379ea5a27a270,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-43-i05e2i.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-43-i05e2i.dcm
,529094,,69957,dd7d53b0e3d2943872d1f9774c44d32e,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-54-swlkr5.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-54-swlkr5.dcm
,529094,,69957,33c37399a57d0e59a74132c7d4fd038f,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-2-645ric.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-2-645ric.dcm
,529094,,69957,0ea62ab6065e071f8c025e2bf4c8c380,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-16-r3zxil.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-16-r3zxil.dcm
,529094,,69957,256351c33b2c18fe2e29c0df04442b17,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-24-1yve4xt.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-24-1yve4xt.dcm
,529094,,69957,4e305f2b2dcc01cec6da9100506600f2,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-35-elospo.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-35-elospo.dcm
,529094,,69957,cd65a8e6548da73ba08fa27fe3c224c2,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-55-16zczre.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-55-16zczre.dcm
,529094,,69957,8f3e5df0e21a2484362287a6ae26a132,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-36-1doyon2.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-36-1doyon2.dcm
,529094,,69957,eac512164fd4ca346f52f3bba6ddd0bd,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-30-lr4vgi.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-30-lr4vgi.dcm
,529094,,69957,cae4c2c6d2517f32ade898297b9b259b,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-15-16eeh4v.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-15-16eeh4v.dcm
,529094,,69957,af6531b71191c4ce6748b37ea50120e3,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-29-1hnbzii.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-29-1hnbzii.dcm
,529094,,69957,b8a30bd55dab3eeaba1dda49d34a6cdb,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-46-yze1xk.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-46-yze1xk.dcm
,529094,,69957,5a0da70257427cf991bd7a105c7b4840,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-49-ljr7re.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-49-ljr7re.dcm
,529094,,69957,eb7b00ffbbcbfd2e06bb7f8d9d291df0,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-31-1newwxq.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-31-1newwxq.dcm
,529094,,69957,790c7cbc44bf598923daec6943b53c29,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-8-wmr9mk.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-8-wmr9mk.dcm
,529094,,69957,733d3daacfbe2a435ca789d3ce80c0bd,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-42-vdr0ez.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-42-vdr0ez.dcm
,529094,,69957,20d9c3196150ceb0732e95bf0da08381,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-22-tggd4h.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-22-tggd4h.dcm
,529094,,69957,1cd39a34631406d6a32734e1215e8d6a,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-7-1o2mj6x.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-7-1o2mj6x.dcm
,529094,,69957,fa21339ea9ebef543f06ef954ae6becd,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-13-1c0ufe0.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-13-1c0ufe0.dcm
,529094,,69957,1054a94700b32bef124ef59a2d424f59,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-26-1c5d5rv.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-26-1c5d5rv.dcm
,529094,,69957,f2fea419723f2f0d274265b01800096b,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-1-1i1my7c.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-1-1i1my7c.dcm
,529094,,69957,3904cfa882233a064e4edfb2b78c28ba,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-12-ikvsfx.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-12-ikvsfx.dcm
,529094,,69957,25a41e94c41b432b983caa74e3bf2500,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-14-j42xib.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-14-j42xib.dcm
,529090,,69957,b62b3e7343d2e3fc36d02a24bca3f9c6,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-3-1itd4og.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-3-1itd4og.dcm
,529094,,69957,4f89e48fe56c51bde310483af605643c,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-21-w6k0xe.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-21-w6k0xe.dcm
,529094,,69957,0210e9feb4a4a43f1779b1e8a04e4e52,DICOM,/data/experiments/SNIPR_E03517/scans/2/resources/69957/files/1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-4-8akrwc.dcm,DICOM,1.2.840.113654.2.45.6242.41786130236813614531978884608083678057-2-4-8akrwc.dcm
